"sample_date","approved_site_name","latitude","longitude","location_type","disease_present","pisaster_ochraceus","pycnopodia_helianthoides","pisaster_giganteus","pisaster_brevispinus","evasterias","patiria","strongylocentrotus_purpuratus","species_no_disease_evident","species_disease_evident","name","affiliation","additional_information","add_to_map"
"2017-06-09","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2017-06-24","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2017-07-23","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","1 Evatro missing an arm but not lesions visible. Entered by Laura Anderson.","yes"
"2017-08-09","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2017-09-18","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","1 pisoch category 1","yes"
"2015-06-30","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Some deflated, some twisting, some soft.. Entered by Laura Anderson","yes"
"2015-08-13","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2015-08-29","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","8 pisaster total. 1 of those sick. Entered by Laura Anderson.","yes"
"2015-06-04","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson.","yes"
"2015-06-16","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson.","yes"
"2014-07-16","Lompoc Landing","34.7190568","-120.6088","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp","NONE",NULL,"MARINe (UCSC)",NULL,"yes"
"2015-04-16","Lompoc Landing","34.7190568","-120.6088","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE",NULL,"MARINe (UCSC)",NULL,"yes"
"2018-01-31","Lompoc Landing","34.7190568","-120.6088","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Leptasterias spp","NONE",,"MARINe (UCSC)",,"yes"
"2014-06-11","Lonesome Cove; San Juan Island","48.621064","-123.11255","rocky intertidal","yes","yes","yes","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata; Henricia spp.","NONE (no additional sea stars observed showing disease symptoms)","Joel Elliott","University of Puget Sound",NULL,"yes"
"2015-08-26","Long Island W","48.4411","-122.93137","subtidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,,"yes"
"2016-07-13","Long Island W","48.4411","-122.93137","subtidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,,"yes"
"2013-10-09","Long Island W","48.4411","-122.93137","subtidal","yes","species not observed","no","species not observed","no","no","species not observed","species not observed","Orthasterias koehleri; Henrica spp.; Dermasterias imbircata","Solaster spp.","Joseph Gaydos","The SeaDoc Society",,"yes"
"2013-11-19","Long Island W","48.4411","-122.93137","subtidal","no","species not observed","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Henricia spp; Orthasterias koehleri; Solaster spp","NONE (no additional sea stars observed showing disease symptoms)","Joseph Gaydos","Sea Doc Society",,"yes"
"2013-09-07","Long Marine Lab","36.949277","-122.06602","captivity","yes","yes","species not observed","species not observed","species not observed","species not observed","no","species not observed","Dermasterias imbricata","Orthasterias koehleri","Allison Gong","UCSC","When I arrived Wednesday morning it was intact. It dropped an arm; I went away for about 40 minutes to take care of tasks in a different building; and when I returned it had lost two more arms. Alas; my one and only Orthasterias succumbed later in the day and was dead on Thursday. from Allison's blog. Orthasterias koehleri individual lost three arms and died in a water table in a period of approximately 24 hrs. Lost all Pisaster in seawater tables in early/mid September,previously_reviewed,2014-09-22,updated review from 2014-08-31; review_completed indicates date that observation was appended to observations_reviewed from previously_reviewed_observations spreadsheet,yes
Long Marine Lab,2013-09-07,Long Marine Lab,yes,,California,,36.949277,-122.06602,captivity,,yes,species not observed,species not observed,yes,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),,,Peter Macht,Seymour Center; Long Marine Laboratory; UCSC,,,2014-08-31,When I arrived Wednesday morning it was intact. It dropped an arm; I went away for about 40 minutes to take care of tasks in a different building; and when I returned it had lost two more arms. Alas; my one and only Orthasterias succumbed later in the day and was dead on Thursday. from Allison's blog. Orthasterias koehleri individual lost three arms and died in a water table in a period of approximately 24 hrs. Lost all Pisaster in seawater tables in early/mid September,previously_reviewed,2014-09-22,updated review from 2014-08-31; review_completed indicates date that observation was appended to observations_reviewed from previously_reviewed_observations spreadsheet,yes
Long Marine Lab,2013-09-11,Long Marine Lab,yes,,California,,36.949277,-122.06602,captivity,,yes,species not observed,yes,yes,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),,,Peter Macht,Seymour Center; Long Marine Laboratory; UCSC,,,2014-08-31,Disease observed in collection of Pisaster giganteus and Pisaster brevespinous in Younger Building. Later lost all three Pycnopodia on display in Seymour Center.,previously_reviewed,2014-09-22,updated review from 2014-08-31; Added this entry to separate out Allison and Peter's observations from the same date.,yes
North Coronado Island  SE tip,2014-04-06,North Coronado Island; SE tip,yes,,Baja California,,32.435,-117.294,subtidal,0-30 feet (0-9 meters),yes,no,yes,yes,species not observed,species not observed,no,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),,,Jim Burke,Oregon Coast Aquarium,,,2014-08-31,0-30 feet (0-9 meters),previously_reviewed,2014-09-22,updated review from 2014-08-31; review_completed indicates date that observation was appended to observations_reviewed from previously_reviewed_observations spreadsheet,yes
North Monastery ST,2013-11-17,Monastery ST,yes,,California,,36.526852,-121.92686,subtidal,,no,no,no,no,species not observed,species not observed,no,Orthasterias koehleri,NONE (no additional sea stars observed showing disease symptoms),,,Daniel Schwartz,Reef Check California,,,2014-08-31, CAN PROVIDE PHOTOS. I did see one stray arm of a giganteus. But with no other damage to any of the other stars. p. giganteus: I'd have to dismiss it as a cause by something other than the disease.,previously_reviewed,2014-09-22,updated review from 2014-08-31; review_completed indicates date that observation was appended to observations_reviewed from previously_reviewed_observations spreadsheet,yes
Pigeon Point,2013-10-17,Pigeon Point,yes,,California,,37.1851209,-122.39727,rocky intertidal,,yes,yes,species not observed,species not observed,species not observed,species not observed,no,Leptasterias spp,NONE (no additional sea stars observed showing disease symptoms),,,,MARINe (UCSC),,,2014-08-31,patiria and leptasterias: all healthy; 1 diseased; 3 healthy; collected 1 of each,previously_reviewed,2014-09-22,updated review from 2014-08-31; review_completed indicates date that observation was appended to observations_reviewed from previously_reviewed_observations spreadsheet,yes
Pigeon Point,2013-11-15,Pigeon Point,yes,,California,,37.1851209,-122.39727,rocky intertidal,,yes,yes,species not observed,species not observed,species not observed,species not observed,no,Henricia spp,Leptasterias spp,,,,MARINe (UCSC),,,2014-08-31,,previously_reviewed,2014-09-22,updated review from 2014-08-31; review_completed indicates date that observation was appended to observations_reviewed from previously_reviewed_observations spreadsheet,yes
Point Caution; WA; transect 2,2013-12-16,Point Caution,yes,,Washington,,48.563113,-123.02412,rocky intertidal,,no,no,no,species not observed,species not observed,no,species not observed,Henricia ","yes"
