"","X.1","X","longitude","latitude","begin","end","ID","season","year"
"631",631,631,-120.4871,34.47344,"2003-11-12","2004-02-06","doi:10.6085/AA/JALXXX_015ADCP015R00_20031112.50.3",3,2003
"632",632,632,-119.69602,34.0313,"2008-03-11","2008-06-16","doi:10.6085/AA/PELXXX_015ADCP015R00_20080311.50.7",1,2008
"633",633,633,-122.1579,36.9729,"2004-10-07","2005-01-03","doi:10.6085/AA/SHB001_021ADCP020R00_20041007.50.1",3,2004
"634",634,634,-121.9448,36.558,"2000-11-21","2001-01-17","doi:10.6085/AA/SWC001_022ADCP021R00_20001117.50.4",3,2000
"635",635,635,-119.85566,33.96617,"2006-03-13","2006-06-01","doi:10.6085/AA/MORXXX_015ADCP015R00_20060313.50.4",1,2006
"636",636,636,-121.9448,36.558,"2000-07-18","2000-08-16","doi:10.6085/AA/SWC001_022ADCP021R00_20000718.50.4",2,2000
"637",637,637,-124.126332,44.2536,"2005-04-21","2005-06-15","doi:10.6085/AA/SH15CX_015ADCP014R00_20050421.50.3",1,2005
"638",638,638,-122.08045,36.943421,"2006-04-14","2006-07-14","doi:10.6085/AA/TPT001_018ADCP018R00_20060410.50.3",1,2006
"639",639,639,-119.69665,34.03065,"2003-12-02","2004-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20031202.50.3",3,2004
"640",640,640,-124.14023,44.243,"2002-05-14","2002-07-05","doi:10.6085/AA/SH30CX_030ADCP029R00_20020514.50.3",2,2002
"641",641,641,-124.056,44.8565,"2005-06-14","2005-08-10","doi:10.6085/AA/LB15CX_015ADCP014R00_20050614.50.1",2,2005
"642",642,642,-120.63583,34.86919,"2007-08-02","2007-11-02","doi:10.6085/AA/PTSXXX_015ADCP015R00_20070802.50.2",3,2007
"643",643,643,-121.9448,36.558,"2000-11-21","2001-01-17","doi:10.6085/AA/SWC001_022ADCP021R00_20001117.50.2",3,2000
"644",644,644,-120.63583,34.86919,"2006-03-30","2006-06-12","doi:10.6085/AA/PTSXXX_015ADCP015R00_20060330.50.2",1,2006
"645",645,645,-120.4871,34.47344,"2003-05-29","2003-08-26","doi:10.6085/AA/JALXXX_015ADCP015R00_20030529.50.3",2,2003
"646",646,646,-120.12842,33.89511,"2007-01-25","2007-04-24","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070125.50.8",1,2007
"647",647,647,-119.69602,34.0313,"2003-08-07","2003-11-01","doi:10.6085/AA/PELXXX_015ADCP015R00_20030807.50.5",3,2003
"648",648,648,-120.6276,34.72602,"2001-02-15","2001-05-11","doi:10.6085/AA/PURXXX_015ADCP015R00_20010215.50.4",1,2001
"649",649,649,-122.08045,36.943421,"2002-10-17","2003-01-20","doi:10.6085/AA/TPT001_018ADCP018R00_20021017.50.5",3,2002
"650",650,650,-121.9448,36.5589,"2000-09-21","2000-11-21","doi:10.6085/AA/SWC001_022ADCP021R00_20000918.50.1",3,2000
"651",651,651,-120.63583,34.86919,"2007-11-05","2008-02-19","doi:10.6085/AA/PTSXXX_015ADCP015R00_20071105.50.4",3,2007
"652",652,652,-119.93203,34.42403,"1999-07-21","1999-08-13","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990721.50.3",2,1999
"653",653,653,-119.84111,34.06683,"2006-12-20","2007-02-21","doi:10.6085/AA/PROXXX_015ADCP015R00_20061220.50.2",3,2007
"654",654,654,-121.9448,36.558,"2003-02-07","2003-05-01","doi:10.6085/AA/SWC001_022ADCP021R00_20030207.50.4",1,2003
"655",655,655,-119.69602,34.0313,"2004-07-13","2004-10-08","doi:10.6085/AA/PELXXX_015ADCP015R00_20040713.50.7",2,2004
"656",656,656,-124.1275,44.2526,"2000-07-05","2000-09-23","doi:10.6085/AA/SH15XX_015ADCP014R00_20000705.50.1",2,2000
"657",657,657,-124.120552,44.32,"2005-04-21","2005-06-08","doi:10.6085/AA/YB15CX_015ADCP014R00_20050421.50.4",1,2005
"658",658,658,-121.9448,36.558,"2006-12-21","2007-03-14","doi:10.6085/AA/SWC001_022ADCP021R00_20061221.50.2",3,2007
"659",659,659,-120.6276,34.72602,"2007-03-05","2007-05-26","doi:10.6085/AA/PURXXX_015ADCP015R00_20070305.50.5",1,2007
"660",660,660,-121.898647,36.62185,"2005-01-04","2005-04-02","doi:10.6085/AA/HMS001_020ADCP019R00_20050104.50.2",3,2005
"661",661,661,-122.15845,36.972121,"2003-10-31","2004-01-28","doi:10.6085/AA/SHB001_021ADCP020R00_20031031.50.2",3,2003
"662",662,662,-120.63583,34.86919,"2005-07-27","2005-10-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20050727.50.2",3,2005
"663",663,663,-122.1579,36.9729,"2001-08-13","2001-10-26","doi:10.6085/AA/SHB001_021ADCP020R00_20010813.50.1",3,2001
"664",664,664,-124.0574,44.8565,"2005-08-12","2005-09-03","doi:10.6085/AA/LB15CX_015ADCP014R00_20050812.50.2",2,2005
"665",665,665,-119.69665,34.03065,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.2",3,2005
"666",666,666,-121.9448,36.558,"2000-07-18","2000-08-16","doi:10.6085/AA/SWC001_022ADCP021R00_20000718.50.3",2,2000
"667",667,667,-121.898647,36.62185,"2005-06-24","2005-09-19","doi:10.6085/AA/HMS001_020ADCP019R00_20050624.50.2",2,2005
"668",668,668,-121.8996,36.6214,"2003-10-24","2004-01-21","doi:10.6085/AA/HMS001_020ADCP019R00_20031024.50.1",3,2003
"669",669,669,-120.4871,34.47344,"2001-08-02","2001-10-27","doi:10.6085/AA/JALXXX_015ADCP015R00_20010802.50.4",3,2001
"670",670,670,-119.93203,34.42403,"2000-04-11","2000-06-16","doi:10.6085/AA/ELLXXX_015ADCP015R00_20000411.50.4",1,2000
"671",671,671,-120.12842,33.89511,"2007-08-06","2007-11-15","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070806.50.5",3,2007
"672",672,672,-120.6276,34.72602,"1999-11-10","1999-12-23","doi:10.6085/AA/PURXXX_015ADCP015R00_19991110.50.3",3,1999
"673",673,673,-120.6268,34.726483,"2006-12-07","2007-03-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20061207.50.1",3,2007
"674",674,674,-120.6276,34.72602,"2000-10-04","2000-11-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20001004.50.2",3,2000
"675",675,675,-124.120552,44.32,"2005-04-21","2005-06-08","doi:10.6085/AA/YB15CX_015ADCP014R00_20050421.50.2",1,2005
"676",676,676,-122.0799,36.9442,"2003-04-27","2003-07-23","doi:10.6085/AA/TPT001_018ADCP018R00_20030427.50.1",2,2003
"677",677,677,-119.69602,34.0313,"2003-12-02","2004-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20031202.50.4",3,2004
"678",678,678,-124.101635,44.5016,"2003-05-19","2003-07-11","doi:10.6085/AA/SR15CX_015ADCP014R00_20030519.50.3",2,2003
"679",679,679,-120.4871,34.47344,"2001-05-22","2001-07-24","doi:10.6085/AA/JALXXX_015ADCP015R00_20010522.50.4",2,2001
"680",680,680,-120.63583,34.86919,"2004-11-22","2005-02-17","doi:10.6085/AA/PTSXXX_015ADCP015R00_20041122.50.5",3,2005
"681",681,681,-121.9448,36.558,"2003-10-26","2004-01-16","doi:10.6085/AA/SWC001_022ADCP021R00_20031026.50.2",3,2003
"682",682,682,-120.6276,34.72602,"2003-09-02","2003-11-06","doi:10.6085/AA/PURXXX_015ADCP015R00_20030902.50.3",3,2003
"683",683,683,-119.85566,33.96617,"2007-07-24","2007-11-01","doi:10.6085/AA/MORXXX_015ADCP015R00_20070724.50.4",3,2007
"684",684,684,-122.1579,36.9729,"2003-01-15","2003-04-10","doi:10.6085/AA/SHB001_021ADCP020R00_20030115.50.1",3,2003
"685",685,685,-122.08045,36.943421,"2005-04-10","2005-07-11","doi:10.6085/AA/TPT001_018ADCP018R00_20050407.50.4",1,2005
"686",686,686,-120.12842,33.89511,"2005-07-27","2005-10-11","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050727.50.5",3,2005
"687",687,687,-119.69665,34.03065,"2003-05-12","2003-07-22","doi:10.6085/AA/PELXXX_015ADCP015R00_20030512.50.1",2,2003
"688",688,688,-119.85566,33.96617,"2006-08-31","2006-11-15","doi:10.6085/AA/MORXXX_015ADCP015R00_20060831.50.2",3,2006
"689",689,689,-121.9448,36.558,"2002-02-21","2002-05-17","doi:10.6085/AA/SWC001_022ADCP021R00_20020221.50.4",1,2002
"690",690,690,-121.9448,36.5589,"2003-02-07","2003-05-01","doi:10.6085/AA/SWC001_022ADCP021R00_20030207.50.1",1,2003
"691",691,691,-122.15845,36.972121,"2006-09-01","2006-11-30","doi:10.6085/AA/SHB001_021ADCP020R00_20060901.50.3",3,2006
"692",692,692,-122.08045,36.943421,"2009-08-12","2009-11-10","doi:10.6085/AA/TPT001_018ADCP018R00_20090812.50.1",3,2009
"693",693,693,-121.9448,36.5589,"2001-09-05","2001-11-30","doi:10.6085/AA/SWC001_022ADCP021R00_20010831.50.1",3,2001
"694",694,694,-120.48605,34.47385,"2001-02-15","2001-05-11","doi:10.6085/AA/JALXXX_015ADCP015R00_20010215.50.1",1,2001
"695",695,695,-122.08045,36.943421,"2003-10-31","2004-01-27","doi:10.6085/AA/TPT001_018ADCP018R00_20031031.50.4",3,2003
"696",696,696,-119.66934,33.97762,"2011-02-16","2011-08-16","doi:10.6085/AA/VALXXX_015ADCP015R00_20110216.50.1",1,2011
"697",697,697,-119.55941,34.05559,"2007-01-19","2007-04-10","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070119.50.2",3,2007
"698",698,698,-119.69665,34.03065,"2005-06-02","2005-08-25","doi:10.6085/AA/PELXXX_015ADCP015R00_20050602.50.2",2,2005
"699",699,699,-119.69602,34.0313,"2007-09-07","2007-11-28","doi:10.6085/AA/PELXXX_015ADCP015R00_20070907.50.2",3,2007
"700",700,700,-121.9448,36.5589,"2000-11-21","2001-01-17","doi:10.6085/AA/SWC001_022ADCP021R00_20001117.50.1",3,2000
"701",701,701,-119.55941,34.05559,"2007-01-19","2007-04-10","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070119.50.4",3,2007
"702",702,702,-124.0556,44.8589,"2003-07-15","2003-09-08","doi:10.6085/AA/LB15CX_015ADCP014R00_20030715.50.1",2,2003
"703",703,703,-120.63583,34.86919,"2006-03-30","2006-06-12","doi:10.6085/AA/PTSXXX_015ADCP015R00_20060330.50.4",1,2006
"704",704,704,-121.898647,36.62185,"2002-03-04","2002-05-18","doi:10.6085/AA/HMS001_020ADCP019R00_20020304.50.4",1,2002
"705",705,705,-121.898647,36.62185,"2004-07-13","2004-10-09","doi:10.6085/AA/HMS001_020ADCP019R00_20040713.50.2",2,2004
"706",706,706,-122.15845,36.972121,"2001-03-12","2001-05-14","doi:10.6085/AA/SHB001_021ADCP020R00_20010312.50.5",1,2001
"707",707,707,-120.63583,34.86919,"2005-11-01","2006-02-22","doi:10.6085/AA/PTSXXX_015ADCP015R00_20051101.50.3",3,2005
"708",708,708,-119.93203,34.42403,"2000-12-05","2001-02-05","doi:10.6085/AA/ELLXXX_015ADCP015R00_20001205.50.4",3,2001
"709",709,709,-122.08045,36.943421,"2005-07-12","2005-09-16","doi:10.6085/AA/TPT001_018ADCP018R00_20050712.50.2",2,2005
"710",710,710,-119.84111,34.06683,"2006-09-26","2006-12-05","doi:10.6085/AA/PROXXX_015ADCP015R00_20060926.50.3",3,2006
"711",711,711,-120.6276,34.72602,"2003-11-12","2004-02-06","doi:10.6085/AA/PURXXX_015ADCP015R00_20031112.50.3",3,2003
"712",712,712,-124.074776,44.8418,"2002-08-02","2002-09-04","doi:10.6085/AA/FC15CX_015ADCP014R00_20020802.50.4",2,2002
"713",713,713,-120.63535,34.869817,"2000-12-05","2001-02-05","doi:10.6085/AA/PTSXXX_015ADCP015R00_20001205.50.1",3,2001
"714",714,714,-119.93203,34.42403,"2000-12-05","2001-02-05","doi:10.6085/AA/ELLXXX_015ADCP015R00_20001205.50.3",3,2001
"715",715,715,-119.55941,34.05559,"2005-06-02","2005-08-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20050602.50.4",2,2005
"716",716,716,-119.93203,34.42403,"1999-08-17","1999-09-06","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990817.50.2",2,1999
"717",717,717,-124.120552,44.32,"2005-06-08","2005-06-30","doi:10.6085/AA/YB15CX_015ADCP014R00_20050608.50.2",2,2005
"718",718,718,-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.12",3,2005
"719",719,719,-119.93203,34.42403,"2002-01-18","2002-04-03","doi:10.6085/AA/ELLXXX_015ADCP015R00_20020118.50.2",3,2002
"720",720,720,-119.69665,34.03065,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.2",3,2005
"721",721,721,-120.63583,34.86919,"2005-07-27","2005-10-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20050727.50.4",3,2005
"722",722,722,-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.9",3,2005
"723",723,723,-119.93203,34.42403,"2001-02-15","2001-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010215.50.4",1,2001
"724",724,724,-124.126832,44.2521,"2001-07-07","2001-09-21","doi:10.6085/AA/SH15CX_015ADCP014R00_20010707.50.2",2,2001
"725",725,725,-122.08045,36.943421,"2003-07-23","2003-09-23","doi:10.6085/AA/TPT001_018ADCP018R00_20030723.50.2",2,2003
"726",726,726,-120.127833,33.895817,"2007-08-06","2007-11-15","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070806.50.1",3,2007
"727",727,727,-122.08045,36.943421,"2003-04-27","2003-07-23","doi:10.6085/AA/TPT001_018ADCP018R00_20030427.50.5",2,2003
"728",728,728,-124.057004,44.8589,"2003-07-15","2003-09-08","doi:10.6085/AA/LB15CX_015ADCP014R00_20030715.50.2",2,2003
"729",729,729,-122.08045,36.943421,"2003-01-20","2003-04-27","doi:10.6085/AA/TPT001_018ADCP018R00_20030120.50.2",1,2003
"730",730,730,-120.48605,34.47385,"2002-11-27","2003-03-03","doi:10.6085/AA/JALXXX_015ADCP015R00_20021127.50.1",3,2003
"731",731,731,-120.4871,34.47344,"2003-03-12","2003-05-23","doi:10.6085/AA/JALXXX_015ADCP015R00_20030312.50.3",1,2003
"732",732,732,-120.6276,34.72602,"2005-11-01","2006-01-27","doi:10.6085/AA/PURXXX_015ADCP015R00_20051101.50.4",3,2005
"733",733,733,-119.931633,34.42485,"1999-09-06","1999-10-20","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990906.50.1",3,1999
"734",734,734,-120.63583,34.86919,"2008-02-19","2008-05-16","doi:10.6085/AA/PTSXXX_015ADCP015R00_20080219.50.3",1,2008
"735",735,735,-120.6276,34.72602,"2004-08-19","2004-11-22","doi:10.6085/AA/PURXXX_015ADCP015R00_20040819.50.4",3,2004
"736",736,736,-120.6276,34.72602,"2002-06-12","2002-07-23","doi:10.6085/AA/PURXXX_015ADCP015R00_20020612.50.2",2,2002
"737",737,737,-121.898647,36.62185,"2002-05-29","2002-08-29","doi:10.6085/AA/HMS001_020ADCP019R00_20020529.50.3",2,2002
"738",738,738,-122.08045,36.943421,"2003-10-31","2004-01-27","doi:10.6085/AA/TPT001_018ADCP018R00_20031031.50.3",3,2003
"739",739,739,-121.898647,36.62185,"2005-01-04","2005-04-02","doi:10.6085/AA/HMS001_020ADCP019R00_20050104.50.4",3,2005
"740",740,740,-119.69665,34.03065,"2003-01-28","2003-04-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20030128.50.3",1,2003
"741",741,741,-119.69665,34.03065,"2003-08-07","2003-11-01","doi:10.6085/AA/PELXXX_015ADCP015R00_20030807.50.1",3,2003
"742",742,742,-122.08045,36.943421,"2004-07-17","2004-10-14","doi:10.6085/AA/TPT001_018ADCP018R00_20040716.50.4",2,2004
"743",743,743,-124.0562,44.8583,"2004-05-12","2004-07-10","doi:10.6085/AA/LB15XX_015ADCP014R00_20040512.50.1",2,2004
"744",744,744,-120.63535,34.869817,"2002-06-12","2002-07-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020612.50.1",2,2002
"745",745,745,-120.48605,34.47385,"2002-08-29","2002-11-20","doi:10.6085/AA/JALXXX_015ADCP015R00_20020829.50.1",3,2002
"746",746,746,-122.15845,36.972121,"2002-01-15","2002-04-11","doi:10.6085/AA/SHB001_021ADCP020R00_20020115.50.2",3,2002
"747",747,747,-119.84111,34.06683,"2005-03-15","2005-06-02","doi:10.6085/AA/PROXXX_015ADCP015R00_20050315.50.5",1,2005
"748",748,748,-120.63535,34.869817,"2003-05-29","2003-08-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20030529.50.1",2,2003
"749",749,749,-121.9448,36.558,"2001-03-08","2001-04-16","doi:10.6085/AA/SWC001_022ADCP021R00_20010308.50.2",1,2001
"750",750,750,-119.55941,34.05559,"2006-10-31","2007-01-19","doi:10.6085/AA/SCPXXX_015ADCP015R00_20061031.50.4",3,2006
"751",751,751,-124.126332,44.2536,"2005-04-21","2005-06-15","doi:10.6085/AA/SH15CX_015ADCP014R00_20050421.50.4",1,2005
"752",752,752,-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.7",3,2005
"753",753,753,-122.15845,36.972121,"2003-04-29","2003-07-27","doi:10.6085/AA/SHB001_021ADCP020R00_20030429.50.5",2,2003
"754",754,754,-121.898647,36.62185,"2000-06-01","2000-07-12","doi:10.6085/AA/HMS001_020ADCP019R00_20000601.50.4",2,2000
"755",755,755,-120.63583,34.86919,"2002-01-17","2002-04-02","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020117.50.2",3,2002
"756",756,756,-119.69602,34.0313,"2005-02-24","2005-05-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20050224.50.4",1,2005
"757",757,757,-120.127833,33.895817,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.2",2,2005
"758",758,758,-119.84111,34.06683,"2005-12-08","2006-03-05","doi:10.6085/AA/PROXXX_015ADCP015R00_20051208.50.2",3,2006
"759",759,759,-120.6276,34.72602,"2000-05-13","2000-07-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20000513.50.2",2,2000
"760",760,760,-120.4871,34.47344,"2002-01-17","2002-04-02","doi:10.6085/AA/JALXXX_015ADCP015R00_20020117.50.2",3,2002
"761",761,761,-122.15845,36.972121,"2005-04-01","2005-06-24","doi:10.6085/AA/SHB001_021ADCP020R00_20050401.50.3",1,2005
"762",762,762,-124.0744,44.8162,"2000-07-06","2000-09-21","doi:10.6085/AA/DBN15X_015ADCP014R00_20000706.50.1",2,2000
"763",763,763,-122.15845,36.972121,"2000-07-14","2000-08-17","doi:10.6085/AA/SHB001_021ADCP020R00_20000714.50.3",2,2000
"764",764,764,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.9",2,2007
"765",765,765,-119.93203,34.42403,"1999-10-20","1999-12-06","doi:10.6085/AA/ELLXXX_015ADCP015R00_19991020.50.3",3,1999
"766",766,766,-120.6276,34.72602,"2008-02-19","2008-05-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20080219.50.4",1,2008
"767",767,767,-119.55941,34.05559,"2010-08-25","2010-12-15","doi:10.6085/AA/SCPXXX_015ADCP015R00_20100825.50.1",3,2010
"768",768,768,-119.55941,34.05559,"2007-04-23","2007-05-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070423.50.4",1,2007
"769",769,769,-120.4871,34.47344,"2003-11-12","2004-02-06","doi:10.6085/AA/JALXXX_015ADCP015R00_20031112.50.4",3,2003
"770",770,770,-124.101635,44.5016,"2003-07-11","2003-09-12","doi:10.6085/AA/SR15CX_015ADCP014R00_20030711.50.2",2,2003
"771",771,771,-122.15845,36.972121,"2001-03-12","2001-05-14","doi:10.6085/AA/SHB001_021ADCP020R00_20010312.50.2",1,2001
"772",772,772,-122.08045,36.943421,"2001-08-29","2001-11-09","doi:10.6085/AA/TPT001_018ADCP018R00_20010829.50.4",3,2001
"773",773,773,-121.9448,36.5589,"2007-03-14","2007-06-06","doi:10.6085/AA/SWC001_022ADCP021R00_20070314.50.1",1,2007
"774",774,774,-119.69665,34.03065,"2003-05-12","2003-07-22","doi:10.6085/AA/PELXXX_015ADCP015R00_20030512.50.3",2,2003
"775",775,775,-121.898647,36.62185,"2002-11-04","2003-02-09","doi:10.6085/AA/HMS001_020ADCP019R00_20021103.50.4",3,2002
"776",776,776,-120.63583,34.86919,"2004-02-12","2004-05-05","doi:10.6085/AA/PTSXXX_015ADCP015R00_20040212.50.3",1,2004
"777",777,777,-120.48605,34.47385,"2001-05-22","2001-07-24","doi:10.6085/AA/JALXXX_015ADCP015R00_20010522.50.1",2,2001
"778",778,778,-124.1264,44.2516,"2002-07-17","2002-09-03","doi:10.6085/AA/SH15CX_015ADCP014R00_20020717.50.1",2,2002
"779",779,779,-119.69602,34.0313,"2003-01-28","2003-04-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20030128.50.5",1,2003
"780",780,780,-119.85566,33.96617,"2007-11-01","2008-01-15","doi:10.6085/AA/MORXXX_015ADCP015R00_20071101.50.1",3,2007
"781",781,781,-121.898647,36.62185,"2004-01-21","2004-04-19","doi:10.6085/AA/HMS001_020ADCP019R00_20040121.50.3",1,2004
"782",782,782,-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.5",3,2005
"783",783,783,-121.898647,36.62185,"2003-02-09","2003-05-05","doi:10.6085/AA/HMS001_020ADCP019R00_20030209.50.4",1,2003
"784",784,784,-119.854783,33.966633,"2007-04-27","2007-07-23","doi:10.6085/AA/MORXXX_015ADCP015R00_20070427.50.1",2,2007
"785",785,785,-122.15845,36.972121,"2001-10-26","2002-01-15","doi:10.6085/AA/SHB001_021ADCP020R00_20011026.50.4",3,2001
"786",786,786,-119.560033,34.054867,"2007-01-19","2007-04-10","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070119.50.1",3,2007
"787",787,787,-119.69602,34.0313,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.11",3,2004
"788",788,788,-121.9448,36.558,"2003-02-07","2003-05-01","doi:10.6085/AA/SWC001_022ADCP021R00_20030207.50.3",1,2003
"789",789,789,-122.0799,36.9442,"2003-10-31","2004-01-27","doi:10.6085/AA/TPT001_018ADCP018R00_20031031.50.1",3,2003
"790",790,790,-124.0999,44.4991,"2005-04-26","2005-05-19","doi:10.6085/AA/SR15CX_015ADCP014R00_20050426.50.1",1,2005
"791",791,791,-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.10",3,2005
"792",792,792,-120.6276,34.72602,"2005-07-27","2005-10-21","doi:10.6085/AA/PURXXX_015ADCP015R00_20050727.50.3",3,2005
"793",793,793,-124.127332,44.2516,"2002-05-15","2002-06-26","doi:10.6085/AA/SH15CX_015ADCP014R00_20020515.50.5",2,2002
"794",794,794,-119.55941,34.05559,"2006-02-17","2006-05-04","doi:10.6085/AA/SCPXXX_015ADCP015R00_20060217.50.4",1,2006
"795",795,795,-119.85566,33.96617,"2008-01-15","2008-04-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080115.50.3",3,2008
"796",796,796,-122.0799,36.9442,"2006-04-14","2006-07-14","doi:10.6085/AA/TPT001_018ADCP018R00_20060410.50.1",1,2006
"797",797,797,-121.898647,36.62185,"2003-05-05","2003-08-01","doi:10.6085/AA/HMS001_020ADCP019R00_20030505.50.3",2,2003
"798",798,798,-120.12842,33.89511,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.11",2,2005
"799",799,799,-124.126832,44.2521,"2001-07-07","2001-09-21","doi:10.6085/AA/SH15CX_015ADCP014R00_20010707.50.5",2,2001
"800",800,800,-122.15845,36.972121,"2000-07-14","2000-08-17","doi:10.6085/AA/SHB001_021ADCP020R00_20000714.50.4",2,2000
"801",801,801,-120.63583,34.86919,"2005-07-27","2005-10-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20050727.50.5",3,2005
"802",802,802,-122.15845,36.972121,"2002-01-15","2002-04-11","doi:10.6085/AA/SHB001_021ADCP020R00_20020115.50.3",3,2002
"803",803,803,-119.854783,33.966633,"2007-02-08","2007-04-27","doi:10.6085/AA/MORXXX_015ADCP015R00_20070208.50.1",1,2007
"804",804,804,-119.69602,34.0313,"2007-09-07","2007-11-28","doi:10.6085/AA/PELXXX_015ADCP015R00_20070907.50.1",3,2007
"805",805,805,-121.898647,36.62185,"2002-05-29","2002-08-29","doi:10.6085/AA/HMS001_020ADCP019R00_20020529.50.4",2,2002
"806",806,806,-121.9448,36.558,"2002-11-05","2003-02-07","doi:10.6085/AA/SWC001_022ADCP021R00_20021105.50.2",3,2002
"807",807,807,-121.9448,36.5589,"2001-06-21","2001-09-04","doi:10.6085/AA/SWC001_022ADCP021R00_20010621.50.1",2,2001
"808",808,808,-119.69602,34.0313,"2003-12-02","2004-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20031202.50.6",3,2004
"809",809,809,-124.025515,45.0019,"2001-08-01","2001-09-20","doi:10.6085/AA/CH15CX_015ADCP014R00_20010801.50.2",2,2001
"810",810,810,-122.15845,36.972121,"2003-10-31","2004-01-28","doi:10.6085/AA/SHB001_021ADCP020R00_20031031.50.4",3,2003
"811",811,811,-119.85566,33.96617,"2006-06-09","2006-08-31","doi:10.6085/AA/MORXXX_015ADCP015R00_20060609.50.5",2,2006
"812",812,812,-119.69665,34.03065,"2002-10-17","2003-01-04","doi:10.6085/AA/PELXXX_015ADCP015R00_20021017.50.1",3,2002
"813",813,813,-120.6268,34.726483,"2002-01-17","2002-04-02","doi:10.6085/AA/PURXXX_015ADCP015R00_20020117.50.1",3,2002
"814",814,814,-120.12842,33.89511,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.10",2,2005
"815",815,815,-120.6276,34.72602,"2003-09-02","2003-11-06","doi:10.6085/AA/PURXXX_015ADCP015R00_20030902.50.4",3,2003
"816",816,816,-119.85566,33.96617,"2008-04-10","2008-07-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080410.50.1",1,2008
